date,city,cases,tests,deaths
2021-09-03,Villa Park,0,21,0
2021-09-04,Villa Park,0,7,0
2021-09-05,Villa Park,2,15,0
2021-09-06,Villa Park,0,18,0
2021-09-07,Villa Park,0,34,0
2021-09-08,Villa Park,0,27,0
2021-09-09,Villa Park,2,23,0
2021-09-10,Villa Park,2,36,0
2021-09-11,Villa Park,0,8,0
2021-09-12,Villa Park,0,22,0
2021-09-13,Villa Park,0,36,0
2021-09-14,Villa Park,2,27,0
2021-09-15,Villa Park,0,23,0
2021-09-16,Villa Park,0,20,0
2021-09-17,Villa Park,2,31,0
2021-09-18,Villa Park,0,17,0
2021-09-19,Villa Park,0,9,0
2021-09-20,Villa Park,0,32,0
2021-09-21,Villa Park,0,48,0
2021-09-22,Villa Park,0,32,0
2021-09-23,Villa Park,2,40,0
2021-09-24,Villa Park,0,38,0
2021-09-25,Villa Park,0,12,0
2021-09-26,Villa Park,2,11,0
2021-09-27,Villa Park,0,30,0
2021-09-28,Villa Park,2,30,0
2021-09-29,Villa Park,0,31,0
2021-09-30,Villa Park,0,37,0
2021-10-01,Villa Park,0,29,0
2021-10-02,Villa Park,0,10,0
2021-10-03,Villa Park,0,8,0
2021-10-04,Villa Park,2,18,0
2021-10-05,Villa Park,0,34,0
2021-10-06,Villa Park,0,24,0
2021-10-07,Villa Park,0,19,0
2021-10-08,Villa Park,0,19,0
2021-10-09,Villa Park,2,16,0
2021-10-10,Villa Park,0,3,0
2021-10-11,Villa Park,6,41,0
2021-10-12,Villa Park,2,30,0
2021-10-13,Villa Park,2,25,0
2021-10-14,Villa Park,0,24,0
2021-10-15,Villa Park,2,16,0
2021-10-16,Villa Park,0,16,0
2021-10-17,Villa Park,0,15,0
2021-10-18,Villa Park,2,20,0
2021-10-19,Villa Park,0,29,0
2021-10-20,Villa Park,4,29,0
2021-10-21,Villa Park,0,24,0
2021-10-22,Villa Park,4,18,0
2021-10-23,Villa Park,0,19,0
2021-10-24,Villa Park,2,20,0
2021-10-25,Villa Park,0,31,0
2021-10-26,Villa Park,0,28,0
2021-10-27,Villa Park,0,25,0
2021-10-28,Villa Park,0,30,0
2021-10-29,Villa Park,0,12,0
2021-10-30,Villa Park,0,9,0
2021-10-31,Villa Park,0,9,0
2021-11-01,Villa Park,0,19,0
2021-11-02,Villa Park,2,48,0
2021-11-03,Villa Park,2,43,0
2021-11-04,Villa Park,0,27,0
2021-11-05,Villa Park,0,21,0
2021-11-06,Villa Park,0,14,0
2021-11-07,Villa Park,0,20,0
2021-11-08,Villa Park,8,64,0
2021-11-09,Villa Park,2,28,0
2021-11-10,Villa Park,10,35,0
2021-11-11,Villa Park,0,14,0
2021-11-12,Villa Park,2,30,0
2021-11-13,Villa Park,2,30,0
2021-11-14,Villa Park,0,17,0
2021-11-15,Villa Park,4,32,0
2021-11-16,Villa Park,2,40,0
2021-11-17,Villa Park,0,43,0
2021-11-18,Villa Park,2,23,0
2021-11-19,Villa Park,2,29,0
2021-11-20,Villa Park,2,19,0
2021-11-21,Villa Park,2,14,0
2021-11-22,Villa Park,0,22,0
2021-11-23,Villa Park,0,35,0
2021-11-24,Villa Park,0,23,0
2021-11-25,Villa Park,0,7,0
2021-11-26,Villa Park,0,20,0
2021-11-27,Villa Park,2,23,0
2021-11-28,Villa Park,0,17,0
2021-11-29,Villa Park,2,27,0
2021-11-30,Villa Park,0,17,0
2021-12-01,Villa Park,0,21,0
2021-12-02,Villa Park,4,22,0
2021-12-03,Villa Park,0,24,0
2021-12-04,Villa Park,0,25,0
2021-12-05,Villa Park,0,25,0
2021-12-06,Villa Park,0,28,0
2021-12-07,Villa Park,8,37,0
2021-12-08,Villa Park,0,25,0
2021-12-09,Villa Park,0,19,0
2021-12-10,Villa Park,2,29,0
2021-12-11,Villa Park,2,15,0
2021-12-12,Villa Park,0,35,0
2021-12-13,Villa Park,0,31,0
2021-12-14,Villa Park,0,28,0
2021-12-15,Villa Park,0,28,0
2021-12-16,Villa Park,0,25,0
2021-12-17,Villa Park,2,42,0
2021-12-18,Villa Park,4,16,0
2021-12-19,Villa Park,4,23,0
2021-12-20,Villa Park,18,65,0
2021-12-21,Villa Park,6,73,0
2021-12-22,Villa Park,8,58,0
2021-12-23,Villa Park,5,55,0
2021-12-24,Villa Park,20,40,0
2021-12-25,Villa Park,2,8,0
2021-12-26,Villa Park,6,36,0
2021-12-27,Villa Park,21,69,0
2021-12-28,Villa Park,26,62,0
2021-12-29,Villa Park,22,67,0
2021-12-30,Villa Park,13,38,0
2021-12-31,Villa Park,4,35,0
2022-01-01,Villa Park,0,10,0
2022-01-02,Villa Park,5,15,0
2022-01-03,Villa Park,2,40,0
2022-01-04,Villa Park,0,41,0
2022-01-05,Villa Park,0,32,0
2022-01-06,Villa Park,4,48,0
2022-01-07,Villa Park,1,52,0
2022-01-08,Villa Park,0,16,0
2022-01-09,Villa Park,0,16,0
2022-01-10,Villa Park,1,46,0
2022-01-11,Villa Park,2,31,0
2022-01-12,Villa Park,2,33,0
2022-01-13,Villa Park,0,27,0
2022-01-14,Villa Park,2,27,0
2022-01-15,Villa Park,0,10,0
2022-01-16,Villa Park,2,21,0
2022-01-17,Villa Park,0,16,0
2022-01-18,Villa Park,2,29,0
2022-01-19,Villa Park,0,26,0
2022-01-20,Villa Park,0,23,1
2022-01-21,Villa Park,0,22,0
2022-01-22,Villa Park,0,7,0
2022-01-23,Villa Park,0,7,0
2022-01-24,Villa Park,0,27,0
2022-01-25,Villa Park,0,31,0
2022-01-26,Villa Park,0,34,0
2022-01-27,Villa Park,0,19,0
2022-01-28,Villa Park,0,25,0
2022-01-29,Villa Park,0,4,0
2022-01-30,Villa Park,0,7,0
2022-01-31,Villa Park,0,16,0
2022-02-01,Villa Park,0,27,0
2022-02-02,Villa Park,0,18,0
2022-02-03,Villa Park,0,24,0
2022-02-04,Villa Park,0,16,0
2022-02-05,Villa Park,0,7,0
2022-02-06,Villa Park,0,10,0
2022-02-07,Villa Park,0,27,0
2022-02-08,Villa Park,1,16,0
2022-02-09,Villa Park,0,34,0
2022-02-10,Villa Park,0,13,0
2022-02-11,Villa Park,0,18,0
2022-02-12,Villa Park,0,6,0
2022-02-13,Villa Park,0,9,0
2022-02-14,Villa Park,0,23,0
2022-02-15,Villa Park,0,20,0
2022-02-16,Villa Park,0,25,0
2022-02-17,Villa Park,0,10,0
2022-02-18,Villa Park,0,34,0
2022-02-19,Villa Park,0,10,0
2022-02-20,Villa Park,0,7,0
2022-02-21,Villa Park,2,21,0
2022-02-22,Villa Park,0,23,0
2022-02-23,Villa Park,0,19,0
2022-02-24,Villa Park,0,13,0
2022-02-25,Villa Park,0,15,0
2022-02-26,Villa Park,0,2,0
2022-02-27,Villa Park,0,12,0
2022-02-28,Villa Park,0,14,0
2022-03-01,Villa Park,0,8,0
2022-03-02,Villa Park,0,3,0
2020-03-12,Westminster,0,1,0
2020-03-13,Westminster,0,3,0
2020-03-14,Westminster,2,5,0
2020-03-15,Westminster,0,2,0
2020-03-16,Westminster,0,4,0
2020-03-17,Westminster,0,8,0
2020-03-18,Westminster,0,9,0
2020-03-19,Westminster,0,6,0
2020-03-20,Westminster,1,6,0
2020-03-21,Westminster,0,5,0
2020-03-22,Westminster,0,7,0
2020-03-23,Westminster,0,6,0
2020-03-24,Westminster,1,14,0
2020-03-25,Westminster,0,7,0
2020-03-26,Westminster,0,7,0
2020-03-27,Westminster,0,10,0
2020-03-28,Westminster,0,10,0
2020-03-29,Westminster,0,3,0
2020-03-30,Westminster,0,10,0
2020-03-31,Westminster,0,12,0
2020-04-01,Westminster,6,20,1
2020-04-02,Westminster,2,9,0
2020-04-03,Westminster,2,11,0
2020-04-04,Westminster,0,9,0
2020-04-05,Westminster,0,9,0
2020-04-06,Westminster,4,15,0
2020-04-07,Westminster,2,20,0
2020-04-08,Westminster,3,14,0
2020-04-09,Westminster,2,17,0
2020-04-10,Westminster,3,16,0
2020-04-11,Westminster,1,17,0
2020-04-12,Westminster,2,4,0
2020-04-13,Westminster,0,19,0
2020-04-14,Westminster,2,19,0
2020-04-15,Westminster,1,24,0
2020-04-16,Westminster,3,21,0
2020-04-17,Westminster,2,23,0
2020-04-18,Westminster,1,23,0
2020-04-19,Westminster,0,11,0
2020-04-20,Westminster,2,20,0
2020-04-21,Westminster,6,32,0
2020-04-22,Westminster,0,33,0
2020-04-23,Westminster,1,33,1
2020-04-24,Westminster,2,29,0
2020-04-25,Westminster,1,20,0
2020-04-26,Westminster,1,7,0
2020-04-27,Westminster,2,28,0
2020-04-28,Westminster,1,36,0
2020-04-29,Westminster,2,41,0
2020-04-30,Westminster,1,21,0
2020-05-01,Westminster,1,34,0
2020-05-02,Westminster,1,20,0
2020-05-03,Westminster,0,19,0
2020-05-04,Westminster,6,43,0
2020-05-05,Westminster,1,35,0
2020-05-06,Westminster,5,35,0
2020-05-07,Westminster,3,34,0
2020-05-08,Westminster,2,56,0
2020-05-09,Westminster,0,18,0
2020-05-10,Westminster,3,20,0
2020-05-11,Westminster,0,61,0
2020-05-12,Westminster,4,86,0
2020-05-13,Westminster,2,54,0
2020-05-14,Westminster,3,36,0
2020-05-15,Westminster,7,61,0
2020-05-16,Westminster,6,25,0
2020-05-17,Westminster,1,22,0
2020-05-18,Westminster,8,82,0
2020-05-19,Westminster,7,62,0
2020-05-20,Westminster,3,71,0
2020-05-21,Westminster,10,83,0
2020-05-22,Westminster,3,72,0
2020-05-23,Westminster,5,32,0
2020-05-24,Westminster,1,27,0
2020-05-25,Westminster,4,33,0
2020-05-26,Westminster,9,98,0
2020-05-27,Westminster,10,88,0
2020-05-28,Westminster,10,145,1
2020-05-29,Westminster,6,98,0
2020-05-30,Westminster,6,53,0
2020-05-31,Westminster,0,33,0
2020-06-01,Westminster,4,81,0
2020-06-02,Westminster,12,91,0
2020-06-03,Westminster,3,78,0
2020-06-04,Westminster,7,124,0
2020-06-05,Westminster,16,85,0
2020-06-06,Westminster,2,63,0
2020-06-07,Westminster,4,35,2
2020-06-08,Westminster,5,87,0
2020-06-09,Westminster,5,107,0
2020-06-10,Westminster,5,103,1
2020-06-11,Westminster,9,125,0
2020-06-12,Westminster,1,75,0
2020-06-13,Westminster,7,75,2
2020-06-14,Westminster,5,32,0
2020-06-15,Westminster,8,95,0
2020-06-16,Westminster,9,140,0
2020-06-17,Westminster,17,102,0
2020-06-18,Westminster,15,143,0
2020-06-19,Westminster,13,113,1
2020-06-20,Westminster,7,75,0
2020-06-21,Westminster,6,45,0
2020-06-22,Westminster,15,111,1
2020-06-23,Westminster,18,162,1
2020-06-24,Westminster,22,139,0
2020-06-25,Westminster,21,150,1
2020-06-26,Westminster,23,161,0
2020-06-27,Westminster,21,119,0
2020-06-28,Westminster,4,56,2
2020-06-29,Westminster,18,143,0
2020-06-30,Westminster,31,160,0
2020-07-01,Westminster,27,133,0
2020-07-02,Westminster,8,150,0
2020-07-03,Westminster,16,116,0
2020-07-04,Westminster,12,44,0
2020-07-05,Westminster,7,73,0
2020-07-06,Westminster,21,145,0
2020-07-07,Westminster,19,138,0
2020-07-08,Westminster,11,160,1
2020-07-09,Westminster,18,145,0
2020-07-10,Westminster,18,169,1
2020-07-11,Westminster,14,91,0
2020-07-12,Westminster,13,55,0
2020-07-13,Westminster,16,167,1
2020-07-14,Westminster,17,119,0
2020-07-15,Westminster,20,159,1
2020-07-16,Westminster,10,154,0
2020-07-17,Westminster,15,160,0
2020-07-18,Westminster,13,99,0
2020-07-19,Westminster,10,79,0
2020-07-20,Westminster,11,160,0
2020-07-21,Westminster,13,160,0
2020-07-22,Westminster,9,131,1
2020-07-23,Westminster,8,131,0
2020-07-24,Westminster,8,97,0
2020-07-25,Westminster,5,84,0
2020-07-26,Westminster,7,80,0
2020-07-27,Westminster,16,133,0
2020-07-28,Westminster,9,147,0
2020-07-29,Westminster,10,181,0
2020-07-30,Westminster,15,129,0
2020-07-31,Westminster,10,142,0
2020-08-01,Westminster,8,108,1
2020-08-02,Westminster,4,86,0
2020-08-03,Westminster,17,160,0
2020-08-04,Westminster,9,154,0
2020-08-05,Westminster,18,173,0
2020-08-06,Westminster,8,146,1
2020-08-07,Westminster,8,127,0
2020-08-08,Westminster,8,99,1
2020-08-09,Westminster,5,68,0
2020-08-10,Westminster,7,109,0
2020-08-11,Westminster,5,134,0
2020-08-12,Westminster,9,147,0
2020-08-13,Westminster,9,148,0
2020-08-14,Westminster,11,117,1
2020-08-15,Westminster,6,93,0
2020-08-16,Westminster,4,69,0
2020-08-17,Westminster,9,137,0
2020-08-18,Westminster,6,120,0
2020-08-19,Westminster,7,149,0
2020-08-20,Westminster,5,125,0
2020-08-21,Westminster,8,140,0
2020-08-22,Westminster,3,78,0
2020-08-23,Westminster,2,71,0
2020-08-24,Westminster,5,123,1
2020-08-25,Westminster,7,130,0
2020-08-26,Westminster,5,136,0
2020-08-27,Westminster,4,120,0
2020-08-28,Westminster,9,143,1
2020-08-29,Westminster,5,85,0
2020-08-30,Westminster,3,53,0
2020-08-31,Westminster,10,135,0
2020-09-01,Westminster,3,115,0
2020-09-02,Westminster,6,133,0
2020-09-03,Westminster,1,91,0
2020-09-04,Westminster,1,89,0
2020-09-05,Westminster,4,58,0
2020-09-06,Westminster,1,53,0
2020-09-07,Westminster,2,42,0
2020-09-08,Westminster,8,176,0
2020-09-09,Westminster,5,154,0
2020-09-10,Westminster,4,101,0
2020-09-11,Westminster,6,149,1
2020-09-12,Westminster,3,63,0
2020-09-13,Westminster,5,69,0
2020-09-14,Westminster,6,119,1
2020-09-15,Westminster,5,135,0
2020-09-16,Westminster,3,136,1
2020-09-17,Westminster,1,120,0
2020-09-18,Westminster,5,133,0
2020-09-19,Westminster,6,65,0
2020-09-20,Westminster,2,56,0
2020-09-21,Westminster,4,129,0
2020-09-22,Westminster,8,176,0
2020-09-23,Westminster,8,137,0
2020-09-24,Westminster,12,120,0
2020-09-25,Westminster,7,122,0
2020-09-26,Westminster,5,69,0
2020-09-27,Westminster,4,57,0
2020-09-28,Westminster,10,140,0
2020-09-29,Westminster,8,170,0
2020-09-30,Westminster,6,155,0
2020-10-01,Westminster,5,125,0
2020-10-02,Westminster,9,131,0
2020-10-03,Westminster,2,75,0
2020-10-04,Westminster,3,54,0
2020-10-05,Westminster,8,163,0
2020-10-06,Westminster,5,198,0
2020-10-07,Westminster,4,172,0
2020-10-08,Westminster,5,155,0
2020-10-09,Westminster,4,167,0
2020-10-10,Westminster,5,92,0
2020-10-11,Westminster,5,70,0
2020-10-12,Westminster,8,164,0
2020-10-13,Westminster,6,194,0
2020-10-14,Westminster,11,192,0
2020-10-15,Westminster,7,153,0
2020-10-16,Westminster,4,126,0
2020-10-17,Westminster,4,69,0
2020-10-18,Westminster,1,63,0
2020-10-19,Westminster,9,191,0
2020-10-20,Westminster,5,191,0
2020-10-21,Westminster,5,179,0
2020-10-22,Westminster,6,175,0
2020-10-23,Westminster,6,148,1
2020-10-24,Westminster,7,107,0
2020-10-25,Westminster,0,74,0
2020-10-26,Westminster,12,165,0
2020-10-27,Westminster,3,182,0
2020-10-28,Westminster,13,183,0
2020-10-29,Westminster,10,198,0
2020-10-30,Westminster,6,183,0
2020-10-31,Westminster,3,102,0
2020-11-01,Westminster,3,64,0
2020-11-02,Westminster,17,217,0
2020-11-03,Westminster,9,236,0
2020-11-04,Westminster,12,239,0
2020-11-05,Westminster,14,199,0
2020-11-06,Westminster,13,205,0
2020-11-07,Westminster,7,100,0
2020-11-08,Westminster,7,64,0
2020-11-09,Westminster,10,215,0
2020-11-10,Westminster,14,253,0
2020-11-11,Westminster,13,217,0
2020-11-12,Westminster,28,258,0
2020-11-13,Westminster,35,252,0
2020-11-14,Westminster,17,127,0
2020-11-15,Westminster,17,127,1
2020-11-16,Westminster,23,359,0
2020-11-17,Westminster,39,305,1
2020-11-18,Westminster,46,361,0
2020-11-19,Westminster,33,332,1
2020-11-20,Westminster,38,319,0
2020-11-21,Westminster,24,191,0
2020-11-22,Westminster,33,157,0
2020-11-23,Westminster,45,368,0
2020-11-24,Westminster,52,448,0
2020-11-25,Westminster,60,476,0
2020-11-26,Westminster,11,64,0
2020-11-27,Westminster,56,256,0
2020-11-28,Westminster,42,216,1
2020-11-29,Westminster,31,161,0
2020-11-30,Westminster,80,463,1
2020-12-01,Westminster,85,516,0
2020-12-02,Westminster,55,463,0
2020-12-03,Westminster,90,480,1
2020-12-04,Westminster,89,524,0
2020-12-05,Westminster,51,312,0
2020-12-06,Westminster,31,119,0
2020-12-07,Westminster,104,598,0
2020-12-08,Westminster,130,689,1
2020-12-09,Westminster,110,626,0
2020-12-10,Westminster,95,593,0
2020-12-11,Westminster,128,568,1
2020-12-12,Westminster,99,477,0
2020-12-13,Westminster,46,158,0
2020-12-14,Westminster,131,722,1
2020-12-15,Westminster,174,735,1
2020-12-16,Westminster,151,801,3
2020-12-17,Westminster,150,665,5
2020-12-18,Westminster,127,619,0
2020-12-19,Westminster,112,549,1
2020-12-20,Westminster,41,178,4
2020-12-21,Westminster,166,844,4
2020-12-22,Westminster,150,751,6
2020-12-23,Westminster,122,696,4
2020-12-24,Westminster,97,412,5
2020-12-25,Westminster,30,85,5
2020-12-26,Westminster,86,342,3
2020-12-27,Westminster,53,202,4
2020-12-28,Westminster,184,782,1
2020-12-29,Westminster,202,818,2
2020-12-30,Westminster,207,889,5
2020-12-31,Westminster,90,455,5
2021-01-01,Westminster,37,135,1
2021-01-02,Westminster,91,435,4
2021-01-03,Westminster,56,281,3
2021-01-04,Westminster,157,1107,1
2021-01-05,Westminster,158,789,5
2021-01-06,Westminster,148,765,3
2021-01-07,Westminster,120,672,3
2021-01-08,Westminster,103,648,4
2021-01-09,Westminster,80,410,1
2021-01-10,Westminster,45,210,6
2021-01-11,Westminster,117,766,1
2021-01-12,Westminster,102,814,1
2021-01-13,Westminster,102,747,0
2021-01-14,Westminster,86,617,1
2021-01-15,Westminster,74,562,6
2021-01-16,Westminster,61,341,2
2021-01-17,Westminster,33,221,1
2021-01-18,Westminster,92,691,0
2021-01-19,Westminster,70,521,1
2021-01-20,Westminster,110,701,1
2021-01-21,Westminster,71,531,0
2021-01-22,Westminster,89,532,1
2021-01-23,Westminster,50,305,0
2021-01-24,Westminster,32,162,2
2021-01-25,Westminster,58,590,1
2021-01-26,Westminster,45,483,2
2021-01-27,Westminster,66,521,1
2021-01-28,Westminster,53,478,5
2021-01-29,Westminster,39,449,5
2021-01-30,Westminster,31,245,1
2021-01-31,Westminster,23,246,0
2021-02-01,Westminster,51,606,3
2021-02-02,Westminster,39,474,2
2021-02-03,Westminster,39,496,2
2021-02-04,Westminster,51,431,1
2021-02-05,Westminster,33,361,0
2021-02-06,Westminster,35,273,1
2021-02-07,Westminster,23,171,0
2021-02-08,Westminster,30,444,3
2021-02-09,Westminster,25,415,1
2021-02-10,Westminster,28,462,0
2021-02-11,Westminster,34,345,1
2021-02-12,Westminster,14,208,1
2021-02-13,Westminster,18,160,2
2021-02-14,Westminster,9,107,0
2021-02-15,Westminster,31,320,1
2021-02-16,Westminster,19,329,0
2021-02-17,Westminster,20,373,1
2021-02-18,Westminster,16,272,2
2021-02-19,Westminster,11,280,0
2021-02-20,Westminster,8,143,2
2021-02-21,Westminster,8,97,1
2021-02-22,Westminster,24,434,0
2021-02-23,Westminster,10,312,0
2021-02-24,Westminster,6,299,5
2021-02-25,Westminster,11,249,0
2021-02-26,Westminster,20,253,1
2021-02-27,Westminster,4,128,2
2021-02-28,Westminster,7,113,0
2021-03-01,Westminster,10,324,1
2021-03-02,Westminster,16,308,3
2021-03-03,Westminster,17,297,2
2021-03-04,Westminster,10,235,1
2021-03-05,Westminster,4,211,0
2021-03-06,Westminster,2,106,1
2021-03-07,Westminster,5,105,1
2021-03-08,Westminster,5,391,0
2021-03-09,Westminster,8,279,0
2021-03-10,Westminster,7,257,0
2021-03-11,Westminster,2,212,1
2021-03-12,Westminster,3,189,0
2021-03-13,Westminster,5,105,0
2021-03-14,Westminster,6,111,2
2021-03-15,Westminster,5,207,2
2021-03-16,Westminster,2,232,0
2021-03-17,Westminster,6,350,0
2021-03-18,Westminster,5,188,1
2021-03-19,Westminster,8,221,1
2021-03-20,Westminster,8,131,0
2021-03-21,Westminster,3,70,0
2021-03-22,Westminster,9,380,0
2021-03-23,Westminster,9,261,1
2021-03-24,Westminster,6,265,0
2021-03-25,Westminster,6,223,0
2021-03-26,Westminster,8,214,0
2021-03-27,Westminster,3,86,0
2021-03-28,Westminster,3,90,0
2021-03-29,Westminster,6,217,0
2021-03-30,Westminster,5,225,0
2021-03-31,Westminster,3,226,1
2021-04-01,Westminster,4,206,0
2021-04-02,Westminster,4,185,0
2021-04-03,Westminster,5,98,0
2021-04-04,Westminster,3,68,0
2021-04-05,Westminster,0,351,0
2021-04-06,Westminster,3,261,0
2021-04-07,Westminster,6,222,1
2021-04-08,Westminster,0,172,0
2021-04-09,Westminster,3,222,0
2021-04-10,Westminster,2,89,0
2021-04-11,Westminster,2,74,0
2021-04-12,Westminster,3,249,0
2021-04-13,Westminster,3,243,1
2021-04-14,Westminster,7,236,0
2021-04-15,Westminster,4,156,0
2021-04-16,Westminster,2,213,0
2021-04-17,Westminster,1,79,0
2021-04-18,Westminster,1,74,1
2021-04-19,Westminster,5,357,0
2021-04-20,Westminster,4,235,0
2021-04-21,Westminster,3,259,0
2021-04-22,Westminster,2,222,0
2021-04-23,Westminster,1,179,0
2021-04-24,Westminster,0,83,0
2021-04-25,Westminster,0,88,0
2021-04-26,Westminster,6,246,0
2021-04-27,Westminster,3,189,0
2021-04-28,Westminster,3,238,0
2021-04-29,Westminster,2,183,0
2021-04-30,Westminster,4,158,0
2021-05-01,Westminster,2,94,0
2021-05-02,Westminster,0,72,0
2021-05-03,Westminster,3,328,0
2021-05-04,Westminster,4,235,0
2021-05-05,Westminster,3,213,0
2021-05-06,Westminster,0,175,0
2021-05-07,Westminster,2,155,0
2021-05-08,Westminster,0,79,0
2021-05-09,Westminster,0,62,0
2021-05-10,Westminster,1,274,0
2021-05-11,Westminster,1,208,0
2021-05-12,Westminster,2,209,0
2021-05-13,Westminster,1,194,0
2021-05-14,Westminster,1,173,0
2021-05-15,Westminster,1,96,0
2021-05-16,Westminster,0,79,0
2021-05-17,Westminster,3,302,0
2021-05-18,Westminster,2,196,0
2021-05-19,Westminster,2,200,0
2021-05-20,Westminster,1,143,0
2021-05-21,Westminster,0,148,0
2021-05-22,Westminster,0,67,0
2021-05-23,Westminster,1,77,0
2021-05-24,Westminster,0,212,0
2021-05-25,Westminster,2,221,0
2021-05-26,Westminster,1,179,0
2021-05-27,Westminster,3,141,0
2021-05-28,Westminster,0,129,0
2021-05-29,Westminster,1,77,0
2021-05-30,Westminster,0,80,0
2021-05-31,Westminster,2,49,0
2021-06-01,Westminster,1,386,0
2021-06-02,Westminster,0,229,0
2021-06-03,Westminster,2,194,0
2021-06-04,Westminster,8,177,0
2021-06-05,Westminster,4,87,0
2021-06-06,Westminster,0,117,0
2021-06-07,Westminster,0,243,0
2021-06-08,Westminster,0,193,0
2021-06-09,Westminster,0,195,0
2021-06-10,Westminster,2,173,0
2021-06-11,Westminster,4,200,0
2021-06-12,Westminster,0,93,0
2021-06-13,Westminster,1,87,0
2021-06-14,Westminster,4,275,0
2021-06-15,Westminster,0,196,2
2021-06-16,Westminster,2,174,0
2021-06-17,Westminster,2,171,0
2021-06-18,Westminster,2,212,0
2021-06-19,Westminster,1,101,0
2021-06-20,Westminster,6,148,0
2021-06-21,Westminster,2,227,0
2021-06-22,Westminster,0,230,0
2021-06-23,Westminster,0,190,0
2021-06-24,Westminster,4,223,0
2021-06-25,Westminster,1,174,0
2021-06-26,Westminster,8,170,0
2021-06-27,Westminster,0,117,0
2021-06-28,Westminster,12,285,0
2021-06-29,Westminster,2,162,0
2021-06-30,Westminster,6,203,0
2021-07-01,Westminster,6,249,0
2021-07-02,Westminster,2,225,0
2021-07-03,Westminster,2,142,0
2021-07-04,Westminster,6,65,0
2021-07-05,Westminster,12,197,0
2021-07-06,Westminster,6,264,0
2021-07-07,Westminster,16,221,0
2021-07-08,Westminster,6,201,0
2021-07-09,Westminster,14,201,0
2021-07-10,Westminster,14,160,0
2021-07-11,Westminster,6,114,0
2021-07-12,Westminster,10,338,0
2021-07-13,Westminster,18,200,0
2021-07-14,Westminster,12,216,0
2021-07-15,Westminster,10,238,0
2021-07-16,Westminster,24,217,0
2021-07-17,Westminster,16,121,0
2021-07-18,Westminster,20,138,0
2021-07-19,Westminster,24,215,0
2021-07-20,Westminster,37,318,0
2021-07-21,Westminster,41,279,0
2021-07-22,Westminster,36,242,0
2021-07-23,Westminster,41,298,0
2021-07-24,Westminster,26,209,0
2021-07-25,Westminster,8,119,0
2021-07-26,Westminster,45,414,0
2021-07-27,Westminster,34,331,0
2021-07-28,Westminster,56,389,0
2021-07-29,Westminster,63,359,0
2021-07-30,Westminster,31,364,0
2021-07-31,Westminster,56,256,0
2021-08-01,Westminster,32,192,0
2021-08-02,Westminster,55,402,0
2021-08-03,Westminster,36,383,0
2021-08-04,Westminster,38,400,0
2021-08-05,Westminster,68,415,0
2021-08-06,Westminster,48,431,0
2021-08-07,Westminster,18,214,0
2021-08-08,Westminster,32,211,0
2021-08-09,Westminster,51,544,0
2021-08-10,Westminster,71,459,0
2021-08-11,Westminster,52,484,0
2021-08-12,Westminster,70,437,0
2021-08-13,Westminster,49,341,0
2021-08-14,Westminster,26,216,0
2021-08-15,Westminster,36,205,0
2021-08-16,Westminster,42,362,0
2021-08-17,Westminster,51,391,6
2021-08-18,Westminster,47,391,0
2021-08-19,Westminster,43,395,0
2021-08-20,Westminster,26,293,0
2021-08-21,Westminster,34,227,0
2021-08-22,Westminster,10,239,0
2021-08-23,Westminster,57,555,2
2021-08-24,Westminster,46,437,0
2021-08-25,Westminster,32,435,0
2021-08-26,Westminster,19,380,0
2021-08-27,Westminster,25,308,0
2021-08-28,Westminster,10,187,0
2021-08-29,Westminster,20,166,0
2021-08-30,Westminster,47,558,0
2021-08-31,Westminster,60,553,0
2021-09-01,Westminster,47,517,0
2021-09-02,Westminster,32,444,0
2021-09-03,Westminster,14,378,0
2021-09-04,Westminster,20,197,0
2021-09-05,Westminster,8,162,0
2021-09-06,Westminster,20,223,0
2021-09-07,Westminster,24,607,2
2021-09-08,Westminster,24,542,0
2021-09-09,Westminster,26,485,0
2021-09-10,Westminster,27,388,0
2021-09-11,Westminster,14,232,2
2021-09-12,Westminster,34,277,2
2021-09-13,Westminster,33,602,0
2021-09-14,Westminster,26,493,2
2021-09-15,Westminster,14,572,0
2021-09-16,Westminster,23,525,0
2021-09-17,Westminster,20,424,0
2021-09-18,Westminster,10,249,0
2021-09-19,Westminster,10,231,0
2021-09-20,Westminster,20,549,0
2021-09-21,Westminster,20,504,0
2021-09-22,Westminster,16,518,0
2021-09-23,Westminster,40,474,0
2021-09-24,Westminster,16,426,4
2021-09-25,Westminster,30,272,0
2021-09-26,Westminster,20,195,0
2021-09-27,Westminster,14,576,0
2021-09-28,Westminster,29,607,0
2021-09-29,Westminster,14,561,2
2021-09-30,Westminster,9,453,0
2021-10-01,Westminster,14,432,2
2021-10-02,Westminster,10,166,0
2021-10-03,Westminster,14,227,0
2021-10-04,Westminster,8,607,0
2021-10-05,Westminster,23,528,0
2021-10-06,Westminster,24,488,2
2021-10-07,Westminster,18,529,0
2021-10-08,Westminster,6,394,0
2021-10-09,Westminster,14,245,0
2021-10-10,Westminster,13,207,0
2021-10-11,Westminster,20,494,0
2021-10-12,Westminster,10,514,0
2021-10-13,Westminster,20,517,2
2021-10-14,Westminster,28,435,0
2021-10-15,Westminster,12,390,0
2021-10-16,Westminster,2,225,0
2021-10-17,Westminster,26,223,0
